A_CpG_ID	TCGA-OR-A5JP-01A	TCGA-OR-A5JA-01A	TCGA-P6-A5OG-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5J1-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5K1-01A	TCGA-PK-A5HA-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5JZ-01A	TCGA-OU-A5PI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5K4-01A	TCGA-PA-A5YG-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5JI-01A	TCGA-P6-A5OF-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5JR-01A	TCGA-PK-A5HB-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5K6-01A	TCGA-PK-A5H8-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5JS-01A	TCGA-PK-A5H9-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5KU-01A
cg14985830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15007326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15035590	0.957012920619084	0.935201599192875	0.959336426810143	0.954838516679122	0.95920508651259	0.948253121671961	0.944385017959301	0.952424754100177	0.948479178199302	0.893102313243322	0.940316918589813	0.949823510217138	0.944310022286776	0.953898081089976	0.952488132710833	0.936944974061803	0.942552375585101	0.956041770876365	0.94872574892102	0.95012068323171	0.95401832717001	0.959075681150122	0.953960499910267	0.943405015105744	0.942704455973821	0.945015989628418	0.956202327318294	0.956465479850547	0.944620635401058	0.936153455512861	0.958627564064073	0.960908742084365	0.925172620773286	0.800680783751792	0.959269654654508	0.936067663090642	0.958896374482004	0.955753763008146	0.943520817165904	0.962862891323238	0.945767168648159	0.959583156622436	0.285032413205801	0.579037659675227	0.951834560695016	0.955097875360982	0.951734801398879	0.945833036621648	0.953311321174208	0.923165472952648	0.957140901263902	0.946707558138168	0.945220665396849	0.945909170111125	0.934751151197176	0.949477684888403	0.922914291952127	0.940310039360994	0.944374899636931	0.954469517301662	0.960339517202332	0.942428299350738	0.952246128525577	0.953680532372682	0.964122811160188	0.958570699169038	0.959173120660218	0.949847127757656	0.953856514370284	0.960487968212717	0.960790819558405	0.942711497504225	0.941946474942887	0.952255597320598	0.953421585031885	0.94906593531455	0.958128907240743	0.945147533562354	0.944904455191769	0.953193705740158
cg15057836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15067764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15077416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15112210	0.962768330676823	0.511011326159272	0.967825302721916	0.96449357989999	0.968040042346819	0.942908407633338	0.716754366715723	0.424855024882416	0.941619618770463	0.711818856149096	0.609935651711546	0.958925834403868	0.721054762550856	0.669554379308355	0.771119615197392	0.166850445419201	0.5101376109575	0.220839837723007	0.952208115113332	0.56724174054027	0.954533856949345	0.925157814327649	0.181539986720146	0.938207158954314	0.965879835184111	0.957949236737395	0.951466471224513	0.91981580525694	0.56184707872843	0.666079757627784	0.943848774436204	0.940478457840196	0.859470488797218	0.955280043432267	0.619164512426182	0.945653401965427	0.860380666617188	0.919863785732928	0.218727226672998	0.843650247415131	0.709816663559684	0.945743685759013	0.113173180095151	0.61490111793392	0.96790167838947	0.966626675216215	0.957736720596068	0.951512282941495	0.713417070373141	0.937315194844164	0.960638958502649	0.953981642238257	0.84378905659685	0.60967500765498	0.940873759272873	0.928357385437028	0.928979656417775	0.950439371310665	0.956432011760993	0.457825803446785	0.962008416054084	0.927281209213673	0.645473270244269	0.937633470878397	0.954235666033292	0.20998486457876	0.637733925549249	0.942274600653601	0.836986411432567	0.961093172740186	0.953610533647303	0.366996552068735	0.925364316827922	0.914658296775431	0.966842403321434	0.9522702155012	0.516615530835401	0.696211233508769	0.955221224471782	0.569263191468526
cg15162320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15172011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15175091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15263875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15293759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.924658141796962	0.869133221103386	0.898258926991391	0.919843540652972	0.906725101508442	0.836414362954404	0.886636511067281	0.899537790783409	0.918328767075145	0.902636317394936	0.836344834549464	0.887477054576291	0.888587990229399	0.903028133592575	0.921174103296375	0.925490370659395	0.903201347313897	0.934282095624174	0.861556872387971	0.925919084968577	0.911211885296556	0.908183550435783	0.92090992723131	0.894625538422162	0.909255820721243	0.904460392281786	0.949589751766851	0.929822321082441	0.886289495694211	0.916269584349219	0.925402970203955	0.943742364785384	0.885709664393736	0.844405144156681	0.67747908991639	0.877855322389983	0.867745103871401	0.906829986469528	0.922349297055916	0.924749723979735	0.924353442331793	0.916939283417836	0.871188917338546	0.915599981786705	0.899896888523837	0.930614463618714	0.928537938980672	0.910879902215224	0.911608580199839	0.915688679820679	0.917866768998898	0.890847547006126	0.905151906441515	0.916188384416453	0.897064831275221	0.932306849687608	0.877844417584111	0.871975055723811	0.941798623347241	0.90601464516053	0.933004389761235	0.906135065661264	0.908034606950547	0.900711061454902	0.896272994332854	0.91238112815911	0.763657930390354	0.866809534774159	0.829958569147152	0.927510175313776	0.949888692182229	0.677495935453791	0.922930135818274	0.898849432786764	0.933329648469423	0.918112628396442	0.873460117317435	0.903581201847831	0.799501301594734	0.912253960756924
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.956964783785535	0.932271706746721	0.95211200348061	0.9487721774462	0.960777154777328	0.967768558213374	0.951892931199002	0.959981219502933	0.970602004512898	0.960502644259584	0.960183858129342	0.969992001893865	0.970404292620295	0.965500496974896	0.964245438284488	0.953245555780659	0.94863019239036	0.969651039331418	0.956164581332994	0.955416956493454	0.962758051382869	0.97339941367202	0.810508272454475	0.961889845068622	0.967645101128472	0.965319458250229	0.965247880771793	0.61367968703997	0.96382117719255	0.964449886573295	0.961830350402419	0.9527246354397	0.964703438270958	0.967377236425085	0.959744814618081	0.940122186278176	0.956315549252718	0.966673793503132	0.961309798873801	0.969262292657425	0.960768778168606	0.958077618279475	0.715176131404169	0.965573603080866	0.961960163523663	0.96129479756128	0.963423401103157	0.95664659167707	0.878132464566755	0.901347721250108	0.876275699341614	0.959479383054905	0.919352440059296	0.963820325399066	0.962861941790355	0.937610394560745	0.962080854521128	0.968796842476128	0.96217404170655	0.94372667750411	0.967128315959193	0.94010683598073	0.960552701537033	0.960113517267569	0.947094871870071	0.877004252640385	0.973392931578525	0.953171174763747	0.918114639093997	0.975315077352896	0.969460014715091	0.916367292016987	0.906239325754748	0.962509747302217	0.96495225035266	0.96387828588252	0.969839190982042	0.968700666616195	0.957801768713509	0.957976824941342
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.913888693344871	NA	0.685154976181412	0.891183950197401	NA	NA	NA	NA	NA	NA	0.877573151708161	0.922972928997896	NA	0.868430681040815	0.900023899126392	0.137220197240911	NA	0.250046922384306	NA	NA	0.730970685386399	0.685135224182727	NA	NA	0.871411685264134	NA	0.837084990428957	0.187723154633414	NA	NA	0.848003756358642	NA	0.61468838883224	NA	NA	NA	0.32272652313831	NA	NA	NA	NA	0.343478466465439	NA	NA	NA	0.1692910221207	0.689521195201643	NA	NA	NA	NA	0.913715497692826	0.286097469966467	NA	NA	0.790718547919574	NA	0.549343644437748	NA	NA	NA	0.7991349032437	NA	NA	0.705792837679752	NA	NA	0.879473923909443	0.690757641184862	0.755744114785214	0.683768641924799	0.413818396700627	NA	NA	0.907670844739616	0.851079543415708	0.331948188207953	0.78602980411426	0.842290890907787	0.708048880254334
cg15560337	0.578750328014024	0.406854223266778	0.652230059642513	0.709641029468316	0.77883922453681	0.51104205890193	0.462571420828913	0.298277662466138	0.766452787258117	0.550308038039635	0.711046666356711	0.121567822847929	0.739697896425153	0.73032423115079	0.733405246752085	0.0851308610223153	0.442781333536784	0.705721825861375	0.624445889143158	0.611686189978873	0.595739196952929	0.702720875916718	0.672093399559926	0.594212658936653	0.795432438343801	0.718801739328007	0.477960486214104	0.397455286641505	0.363579161158698	0.675367387119153	0.734359356179294	0.191475043023801	0.355574616697955	0.782643527986021	0.610115778808237	0.564970240325963	0.373121737023498	0.540531797255104	0.587051853282085	0.588255217758582	0.435266523180946	0.300150534272977	0.133643253383192	0.539430060365295	0.517584401448356	0.410417339758743	0.714439498318323	0.665090866051508	0.210323547332007	0.647266876758813	0.470710123247843	0.737293433792618	0.307617530670302	0.733536761048863	0.454698496293556	0.694189773172063	0.695366458446648	0.301892372868252	0.156711240255586	0.327518239494876	0.36690799328996	0.650058295969846	0.339694215041978	0.652647380800741	0.664081198927833	0.696437396649608	0.575473329526687	0.490951105985442	0.407049018664519	0.711954993053205	0.670347954994978	0.442300097869945	0.692002485242693	0.670988484991267	0.568551384599746	0.765441487334449	0.495898664248384	0.298180414478167	0.722002103377009	0.695566285093541
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.672973149811995	0.880710254072759	0.911332458033183	0.938000419541844	0.932743595879523	0.505614000638209	0.924546981899361	0.949630505617233	0.931579274552138	0.862919746120688	0.931250016912275	0.074299050889838	0.929526708016519	0.944928362514318	0.951018756193344	0.263734563137953	0.915460896739318	0.950424119604542	0.757823525505118	0.934871713993359	0.946444578707201	0.870975569298848	0.918856600123993	0.934806426288375	0.928888477757597	0.933177363607206	0.947946306929779	0.93590742734556	0.116301321331404	0.942391407572545	0.897450774927094	0.912651643316019	0.934622679225159	0.945583334486082	0.932545930102292	0.942657358162231	0.951874360944733	0.948788427732972	0.948091202019799	0.945112311305806	0.932644255817459	0.944086463999452	0.934803640618533	0.933549366268765	0.939941322960958	0.947122217965115	0.934638667406296	0.918420005795672	0.472843201482294	0.921138668205593	0.941584538803857	0.939538688393733	0.944147723117415	0.943199703684872	0.944626215130485	0.893816604099649	0.907791284238286	0.934599061182631	0.295883826487108	0.922296937924407	0.947381646626459	0.936076703988142	0.953826362673442	0.938365706836901	0.948549434473282	0.950367031111699	0.918971406454794	0.937011825504047	0.396313050182572	0.940811952992157	0.924062101189491	0.941155466000745	0.910305670698551	0.917864133110282	0.783942803099451	0.933654058982992	0.373904782374312	0.939303430138136	0.926374196828615	0.942843933845076
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15703165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15708382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15718106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15733632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15771551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15814092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15820400	0.956703843978537	0.952759093186368	0.934639171041653	0.960099124473838	0.917305374445653	0.939679734011124	0.953800887701792	0.949519140811274	0.946890865796702	0.953395754252877	0.955079351696101	0.962101302239197	0.951243452469854	0.679160847801139	0.959411261374425	0.952423105615464	0.959746893851955	0.951164672141289	0.95551875798838	0.962896346775296	0.963588557420476	0.936302824673808	0.953253132638955	0.950167938947917	0.954364546483753	0.946277109042506	0.947840180384483	0.958531979655129	0.936190918991545	0.972403384816948	0.955586892797836	0.954378206767959	0.931022628411865	0.941437495140318	0.975549441299531	0.946243963354003	0.935772263189138	0.957541608545452	0.955598059949979	0.946339563811888	0.928912989376729	0.936887756912989	0.933448674136571	0.953312684699042	0.968010244978512	0.953365357048342	0.949877916090756	0.937461442636902	0.450161229871182	0.959347018833657	0.819428618410968	0.953841284705274	0.941804061969409	0.955991014227175	0.951411554157977	0.611968800400368	0.932916476792831	0.941132390219309	0.955827458385437	0.9194518062856	0.96487542414887	0.963536571520395	0.959653128654564	0.955146348722499	0.951866436418409	0.959494849066974	0.95736572706445	0.960354727804509	0.803494303642355	0.948694161445697	0.949893730637392	0.955353453735451	0.950862303354193	0.951196144100824	0.950489740845998	0.960456113725598	0.950390169789821	0.953434044614337	0.954441795051302	0.959184129805127
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
