A_CpG_ID	TCGA-YZ-A983-01A	TCGA-V4-A9ET-01A	TCGA-WC-A880-01A	TCGA-V4-A9EW-01A	TCGA-WC-A87T-01A	TCGA-VD-AA8P-01A	TCGA-VD-A8KG-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F4-01A	TCGA-WC-A88A-01A	TCGA-V3-A9ZX-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K8-01A	TCGA-V4-A9F0-01A	TCGA-WC-A883-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EQ-01A	TCGA-VD-A8KL-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9F7-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8N-01A	TCGA-WC-A881-01A	TCGA-YZ-A984-01A	TCGA-VD-AA8T-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KO-01A	TCGA-WC-AA9A-01A	TCGA-RZ-AB0B-01A	TCGA-V4-A9E5-01A	TCGA-WC-A87Y-01A	TCGA-VD-A8KB-01A	TCGA-WC-A888-01A	TCGA-V4-A9ED-01A	TCGA-WC-A87U-01A	TCGA-V4-A9EM-01A	TCGA-WC-A882-01A	TCGA-VD-A8KJ-01A	TCGA-V4-A9EX-01A	TCGA-VD-A8KD-01A	TCGA-VD-AA8M-01A	TCGA-VD-A8KN-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EV-01A	TCGA-VD-A8K9-01A	TCGA-V4-A9EO-01A	TCGA-VD-A8KK-01A	TCGA-V3-A9ZY-01A	TCGA-YZ-A980-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KH-01A	TCGA-WC-AA9E-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EY-01A	TCGA-VD-AA8Q-01A	TCGA-V4-A9F2-01A	TCGA-WC-A87W-01A	TCGA-VD-A8K7-01B	TCGA-V4-A9EL-01A	TCGA-VD-A8KF-01A	TCGA-V4-A9F1-01A	TCGA-VD-AA8R-01A	TCGA-WC-A884-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9F5-01A	TCGA-VD-A8KE-01A	TCGA-YZ-A982-01A	TCGA-VD-AA8O-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9F3-01A	TCGA-YZ-A985-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EC-01A	TCGA-WC-A885-01A
cg15263875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15293759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.933609088021683	0.928574417134898	0.910027829543558	0.928626759317616	0.85813641017539	0.884271483590132	0.947967855833205	0.924168931836931	0.904612031876811	0.925734830914043	0.895437931181603	0.909993254088887	0.916764250343597	0.910750867893055	0.922535500168505	0.910489219086999	0.914016056652392	0.934697512002229	0.915823684527014	0.916283742057987	0.923702946600827	0.920424167013186	0.92287835656468	0.900949999517831	0.867629017253084	0.91926720047865	0.867560894366675	0.889500446501301	0.950797744283056	0.92909022595997	0.907734399796759	0.939694197832784	0.923581993242444	0.912539177741272	0.890253163019462	0.928215391795894	0.896876114160723	0.908459319509349	0.909749685064243	0.854688838045802	0.922742071862169	0.906233832059216	0.924972052568772	0.921331413175821	0.927338816632482	0.883835771665873	0.887564696553719	0.856698095325553	0.905525475052071	0.925247848204557	0.919643320486997	0.928051171607858	0.932604889466813	0.929580035290195	0.912212071841691	0.910670874481075	0.929410357304044	0.911333106330544	0.924877451905068	0.922994169148864	0.909716522298281	0.873757497090456	0.927347824511522	0.913801918148832	0.917268183531075	0.938186850789741	0.936645339616641	0.90649558321902	0.918823832724023	0.91212792597353	0.937506038277894	0.937668904902057	0.901100942940314	0.913024597850179	0.87831829770727	0.895701687338136	0.938102589066467	0.932075461514361	0.902642681467912	0.858321835572206
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.959211473431579	0.964073363755125	0.95358401126647	0.958021090853723	0.961775796616003	0.961140480902581	0.951684580940985	0.968120138570459	0.956569452172611	0.964875367003152	0.968144100494873	0.951473980114685	0.959931313632663	0.956899142934342	0.967216708042951	0.939470082292834	0.964795075998385	0.950284571879826	0.955263824442737	0.960063191501678	0.950197250865507	0.959582086416125	0.948539273415061	0.963369064566876	0.956557026914093	0.969364930981594	0.94254263239019	0.960598733223479	0.940943863927701	0.963526951261577	0.957988274276807	0.933677494769732	0.951387034529995	0.953260855416497	0.953170901043436	0.958483088988197	0.961323089148347	0.968934151750874	0.964417552177822	0.957232907167414	0.956427749218217	0.959183358655374	0.957177297077234	0.963744446918335	0.962554436636459	0.955968188351536	0.963902485916986	0.967092451320316	0.965295099513569	0.9605002367294	0.959663924893487	0.968831142589546	0.951091555157466	0.95030069828505	0.962283036926181	0.951567306649398	0.953732715389427	0.959900723421834	0.962806790878433	0.961786453681959	0.963052299183665	0.951139928890913	0.961987570655132	0.95226831976927	0.967123790851709	0.950261847027529	0.959134902364299	0.96277891349996	0.958769892739947	0.962686989691592	0.958651075405563	0.951097934444265	0.950778947242603	0.957001328770172	0.964260094496153	0.969987148105525	0.949342596633331	0.933729662367409	0.960632079656824	0.964017799221615
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.94375635232699	0.948421288290822	0.913696488858766	0.928837839154731	0.915180682109397	0.931534512804708	0.923287747944402	0.855494269332452	0.91972221854972	0.927012740533184	0.919921899367448	0.902737434186982	0.922505302279599	0.880619878343023	0.91885979589194	0.900766529294383	0.912921021202059	0.911335539199504	0.923043206271907	0.913788915155999	0.91115284975202	0.933124104927688	0.916569847556649	0.923203867533612	0.931315029626591	0.94094552335021	0.853329950461838	0.91482370749814	0.92548257152521	0.933389785498622	0.896933772744882	0.91815829034991	0.904070502894378	0.914535059972086	0.900703840340432	0.931055049415267	0.908897283493692	0.919242632985471	0.914203639553102	0.938439395186593	0.88915508623232	0.887471100784758	0.924573643928928	0.935945004132782	0.931951169627399	0.894135912825773	0.906491162880304	0.894114375432363	0.905865010550016	0.932715619456291	0.923963911606683	0.932105423849153	0.919951051002683	0.909688173291948	0.891771365699515	0.911522964619484	0.936541001289167	0.921686327230154	0.912684856259681	0.929271640118456	0.906646842663104	0.9060481251852	0.917079254140012	0.910942686053576	0.912924808387316	0.917647595356507	0.926300403465412	0.924786178138522	0.933848895989753	0.907816447350395	0.938208568786771	0.923245616354729	0.873244294680638	0.9160895950196	0.906838487295955	0.914328140613769	0.934508104949995	0.906452236787108	0.896744637841128	0.921746434878053
cg15560337	0.729468085942422	0.657831118769605	0.454238314524902	0.726292881913604	0.69543187124555	0.671227773725602	0.413748359038457	0.427505265628075	0.685120491567731	0.638922464659366	0.269678897731138	0.468910801751474	0.67849749879786	0.611816426865556	0.602173634994791	0.222372458057679	0.396775317471335	0.463366216963373	0.568995723575733	0.623829926428282	0.709185088624238	0.712391784800755	0.623740836186152	0.488094107778541	0.715772323351296	0.665070632450113	0.494195351891972	0.502455111777431	0.47985716017733	0.684258332825486	0.562898323963562	0.641418953820065	0.648258154735808	0.66269336666796	0.694956902894694	0.698130842884776	0.474801062120379	0.629959163883836	0.685013063935074	0.696689790806058	0.206554001297394	0.639563353587742	0.377899683130534	0.52661183522469	0.668103603436167	0.615644468734136	0.582013563574113	0.615840197872665	0.54053195485825	0.708977970371919	0.695057630940274	0.587732575988001	0.519925847665829	0.694469537929156	0.724797422223957	0.710782406583403	0.745647987312461	0.686028944058942	0.767746460915796	0.489506591362745	0.712645414286362	0.2961178395722	0.697514545415994	0.668281957490949	0.760327541182643	0.632519624788094	0.513986148053881	0.637307313317162	0.621248062326239	0.741235179669826	0.657208796616429	0.586031585051194	0.28307037844647	0.685978241342556	0.734425996785341	0.613284489572472	0.701043609680722	0.63675557686136	0.672118404198883	0.687463239418653
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.955533734450113	0.963033990286928	0.950162258925861	0.95310187983396	0.940453461374423	0.954577723629162	0.951264533825894	0.957995195549673	0.952574393848272	0.946762001286504	0.893699924418689	0.934726549635903	0.933810248755498	0.940922485764574	0.940854034480849	0.897226766079978	0.950538542224769	0.946672181312341	0.933231895744017	0.947444022623393	0.942946730845081	0.952391480635387	0.934868847593355	0.93329731800441	0.945186696496396	0.948268741853087	0.952069269501146	0.930846749129252	0.924585942448919	0.951125533551223	0.933506594105886	0.935430768086803	0.937966128251725	0.943688450907664	0.950403911822642	0.945697386782594	0.934140810180807	0.956587579655102	0.947457543885145	0.954408097064441	0.926555468397349	0.946184466609568	0.960231865965769	0.949825643744288	0.946884221571784	0.926685369974995	0.950059874617753	0.934486169188386	0.947265382951436	0.95133320921712	0.943690935466631	0.954798381271217	0.95584028126775	0.948361889036519	0.947609899070661	0.939556370231241	0.952090247018331	0.945037166257461	0.942976867111	0.944302770898071	0.954221704355492	0.936028489800106	0.949446813772956	0.943859451808428	0.949108480465041	0.952063568764769	0.898384878103929	0.944774043676027	0.948855622726586	0.941754869569611	0.941938379162306	0.947557073915262	0.936597805471795	0.946190550255648	0.931301608786137	0.944041422288669	0.954286124788636	0.922851929795268	0.924225949857653	0.948172202551738
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15703165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15708382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15718106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15733632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15771551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15814092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15820400	0.932939206105668	0.928562847156821	0.918368766394209	0.958577968554249	0.917653924558678	0.913788795457757	0.947212800903282	0.954711110474147	0.948156413191036	0.954763010312405	0.938411815605448	0.948333012898449	0.951968847560087	0.956998135080502	0.956386765887389	0.928538796987493	0.945027042733155	0.944543473969332	0.922507168666231	0.924989827116822	0.93460784333152	0.94573275428536	0.934186750374902	0.937020825118339	0.932902408888408	0.958301409471819	0.93903684037247	0.937175934263143	0.954015127280827	0.943076905334593	0.935503397022044	0.909638220162772	0.945606266284342	0.95376686327548	0.94900868006481	0.954060967918854	0.937025271692266	0.928940353179805	0.952662311064829	0.950723611059181	0.917551642769569	0.955410477948681	0.927568457814523	0.940326656828266	0.947969403735357	0.946653917209628	0.952529180320508	0.914338599514907	0.953442817358915	0.938074459779136	0.949032963229663	0.954300051354762	0.962087189854176	0.951249662337317	0.956484949378015	0.928680995733472	0.950807259646261	0.943946248834782	0.936839178568299	0.948314024171643	0.945245514175722	0.922293198887267	0.954186454042491	0.954198572768025	0.951843638591865	0.960010896259006	0.9373565022584	0.958901546905431	0.957717926252688	0.94695301912737	0.95055197610588	0.947736083817455	0.934481942049186	0.920590115093432	0.925256545526947	0.943358808214263	0.95346993931294	0.922504184028825	0.929512595500202	0.957803676082106
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15990679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15996647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16016766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16047049	0.966039690918549	0.969303962398212	0.971441591467068	0.971607667028519	0.968678559642422	0.968062401293515	0.969793471310057	0.9684455738754	0.977899037065419	0.970085388326606	0.967818347536589	0.97499799182847	0.965493930032666	0.977865157028503	0.976110690137332	0.972319569090037	0.976346395551037	0.976593389923456	0.975749808613873	0.962327747409456	0.96006938615773	0.961265911949349	0.972377215075477	0.974422367649213	0.971480327826537	0.973260389283668	0.959071711292125	0.95753385635957	0.965621312982484	0.970674513329661	0.971503533982707	0.966959881772393	0.965689200681428	0.970290539756738	0.978530003821756	0.968986917043749	0.968344316258397	0.962461526597243	0.976579187261868	0.967635784498524	0.97496197979782	0.973964132918374	0.958310319121243	0.964266929928568	0.967386093469112	0.965681346518256	0.966974263291568	0.95862294119203	0.974668464104051	0.968185839618565	0.976288473410924	0.972566340134957	0.975765349073655	0.974591258518223	0.977447617155161	0.971648921342417	0.964413372899999	0.964570347962507	0.974623762364792	0.970178628357208	0.976544020000135	0.967193478193152	0.977938618306363	0.97920346932664	0.977160658275802	0.976784063915296	0.969124144171225	0.978289960404032	0.970006342583134	0.972393844613251	0.975447220300532	0.975696756187984	0.971367538600164	0.962329207863746	0.968603941346647	0.974983686499402	0.972406317115531	0.975492620798115	0.965280516973833	0.975150308256474
cg16067453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16098957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
